dataset,seed,policy,latency_ms,utility_gap,feasible,exact_fallback_rate,router_context
mnist_sum_k_v1,5,exact_first,1068.367281787299,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1085.2873930724495,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1282.5551320856302,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,851.0,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1019.1291117412695,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1680.701131959105,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1085.1760304794257,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1365.8762741737455,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1783.7712463347461,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1509.197251376884,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1914.4996315832204,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,888.463867734581,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1056.8728256758068,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1341.327734451647,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1719.753177375776,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,995.3505700325333,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,5,exact_first,1811.5492399391248,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1894.2382874921536,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,836.9170734442165,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1539.3678387400676,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1344.6651966251359,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1410.3586082464683,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1117.9823264166994,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1539.853269269306,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1658.409368273192,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,2032.227936196241,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1370.7862529843749,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1462.0980421929996,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1405.0987286975283,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,870.1173733007131,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1240.9096876045573,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1407.7568568847253,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1115.3162973092087,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1172.712232056344,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1793.8380677505247,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1169.7279001193936,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,697.8714877032717,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1611.7872726452215,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1408.3927783617264,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1207.8868293656124,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,802.3181752202366,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,7,exact_first,1333.555566517151,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1224.8147293709242,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,824.8790000928344,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1657.9506242324076,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1767.947299536575,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1012.6516345882031,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1718.8298704802219,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1515.0520460035298,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1491.7571968626587,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1391.2262568424032,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,811.0000000000001,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1450.301385740666,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1381.054543468319,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1419.6757030418023,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1634.5022473438053,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1617.058617112089,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1013.7987710399958,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1627.836510585896,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1143.470449422326,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1677.8356035608176,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,712.0000000000001,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1948.1616742650576,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1385.1193854742685,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1112.8401573562396,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1184.3083024816826,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,9,exact_first,1757.8056720289899,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1450.899971583543,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1236.9456136110955,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1369.5052377592856,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1037.6339623286233,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1010.4443496457934,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1956.589388648076,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1761.8988480794874,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1507.8121410050417,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,860.0,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1073.1601584112045,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,937.5973685881428,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1969.2686255641404,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1278.3340942140799,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1468.1799964426978,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1573.5553914542456,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1055.439220991561,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1227.4118590816236,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1304.368963041435,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1616.332556678875,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1498.2295591935997,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1772.0566347877464,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1302.4344405573395,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1521.8414182356014,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1361.1806639837184,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,11,exact_first,1455.000477953638,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1626.3636605005465,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1458.2292224555902,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1650.3729381055343,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1774.9312501288327,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1289.4051005395268,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1969.9784448813443,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,814.5173364524924,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1291.2705975383105,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1595.7948238666434,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1666.406240934056,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1164.4915130023194,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1292.6696673366587,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1789.5303436614424,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,980.0419986516853,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1375.6286263815248,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1730.4517891575294,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1674.2071868421235,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1677.987846673628,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1100.260717790935,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1184.8676883555902,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1372.251426657441,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1626.03730544235,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1179.810344963271,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1182.3649010119275,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,13,exact_first,1300.9408802365863,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1186.075231592273,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1614.9933210649995,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1924.665792558225,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1979.876541348076,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,996.8441850964166,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1344.2932171565935,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1308.8378782435348,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1334.2143185021966,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1015.3232785050623,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1366.1910536033818,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1576.0092923732916,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1876.6229909913257,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,937.9393549724088,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1275.4198996810844,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1255.2829989957547,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1082.5005040551787,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1579.127428054032,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1463.4799431531221,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1260.9792378498573,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1506.2794636415795,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,2013.8371702927607,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,750.0523900583447,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,868.2530588799073,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,1958.4331294863277,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,17,exact_first,801.5,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,990.9635544233226,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1967.3577212211935,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1879.1096993386302,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,974.6823616716508,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,992.6157940193199,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1097.6046307531817,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1153.6923020322893,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1426.7271082999468,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1706.5550456401606,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1089.0437514719158,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1180.2234774291542,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1037.4847233181063,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1574.1879746744014,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1536.0516898117367,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1183.1750278365682,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,901.3069055533639,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1495.6684135844891,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1078.0218978439957,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1653.108133175423,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1622.8595827545735,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1667.4613095838588,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1047.9785141007283,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1786.4371439046888,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,998.0832334795139,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,19,exact_first,1566.182823219606,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1807.5226842867287,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1504.1721075940375,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1066.1381417478847,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1323.943200345606,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1486.8022261832334,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1690.1626173084123,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1813.562840973921,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1401.2746866942691,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1117.3583936213995,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,893.8265477559074,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1726.7357524649358,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1078.727066789854,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1100.565782688017,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1299.7148703529676,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1226.446380789012,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1215.2838148021815,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1018.3973947189288,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1148.6714301741436,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1561.9457292196914,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1237.6404207204755,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1293.3074252189713,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1064.73890759646,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1809.208000554692,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,1743.4781384851399,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,23,exact_first,989.8032353276324,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1139.3592311821938,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1208.9553294686743,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1307.9364281117103,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,974.8649172298266,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1278.5045435525992,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,948.0503134594605,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1251.1355728043136,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,852.6062775038937,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1067.2316848736755,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1217.584027020928,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1198.996788937531,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1075.9756091990605,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1828.2859703680535,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1281.211871741798,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1241.0316856353857,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1700.5944293600724,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1597.741735720567,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1118.7207408300078,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1367.7764332940908,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1464.369716100482,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1783.825575896765,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1567.5453512451707,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1310.741606594413,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1026.246143045566,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,27,exact_first,1682.5091629850556,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1286.5688377383274,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1704.4068821627006,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1833.5871743657538,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1291.3223468318208,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1017.9021054663503,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1564.6131679455666,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1913.6706109666352,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1574.9812126556171,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,996.9744218197002,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1445.827280981894,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1439.9657552931478,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1043.6427118123254,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1569.5484990233485,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1381.9242535919414,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1597.796604951386,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1748.1058925464379,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1588.646020390194,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,973.6481451048526,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,972.440248397089,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1182.4989901472127,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,867.4242268691133,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1139.927996707057,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1188.6720786797719,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1585.783250545688,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,29,exact_first,1367.0733652901988,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1208.8922105335691,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,974.5897229292399,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1794.743662468471,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1746.2316508789875,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1405.022431699693,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1645.0675709045777,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,859.419782097107,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1668.4716787653983,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1209.133967035338,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1344.2609974423808,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1436.9945396532362,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1528.597318234346,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1452.2689649054125,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1399.9824107994846,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,647.5000000000001,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1400.9663001359263,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,967.159241695212,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1589.538603460101,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1505.5320073717617,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1796.9230250100313,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1220.3533181174043,0.0,1,1,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1552.8970483142457,0.0,1,0,tw_only|none|0.05
mnist_sum_k_v1,31,exact_first,1034.854645732187,0.0,1,0,tw_only|none|0.05
