dataset,seed,instance_id,tw_proxy,chosen_backend,regret_s,bound_violation,semantic_pass
counting_v1,9,counting_v1_9_000,24,comp_trendy_proxy,0.003725167131051421,0,1
counting_v1,9,counting_v1_9_001,18,comp_trendy_proxy,0.01842129195574671,0,1
counting_v1,9,counting_v1_9_002,47,enum_frumpy,0.0011530830524861813,0,1
counting_v1,11,counting_v1_11_000,36,enum_frumpy,0.0,0,1
counting_v1,11,counting_v1_11_001,40,enum_frumpy,0.00041554204653948545,0,1
counting_v1,11,counting_v1_11_002,7,comp_trendy_proxy,0.021861832938157022,0,1
shortest_path_v1,3,shortest_path_v1_3_000,8,comp_trendy_proxy,0.0,0,1
shortest_path_v1,3,shortest_path_v1_3_001,52,enum_frumpy,0.018931667087599635,0,1
shortest_path_v1,3,shortest_path_v1_3_002,21,comp_trendy_proxy,0.009454375016503036,0,1
shortest_path_v1,5,shortest_path_v1_5_000,15,comp_trendy_proxy,0.0,0,1
shortest_path_v1,5,shortest_path_v1_5_001,51,enum_frumpy,0.0,0,1
shortest_path_v1,5,shortest_path_v1_5_002,45,comp_trendy_proxy,0.000627957982942462,0,1
shortest_path_v1,7,shortest_path_v1_7_000,53,enum_frumpy,0.01445899996906519,0,1
shortest_path_v1,7,shortest_path_v1_7_001,51,enum_frumpy,0.01340233301743865,0,1
shortest_path_v1,7,shortest_path_v1_7_002,29,enum_frumpy,0.0061163329519331455,0,1
shortest_path_v1,9,shortest_path_v1_9_000,9,comp_trendy_proxy,0.0021340420935302973,0,1
shortest_path_v1,9,shortest_path_v1_9_001,14,comp_trendy_proxy,0.0,0,1
shortest_path_v1,9,shortest_path_v1_9_002,17,comp_trendy_proxy,0.0,0,1
shortest_path_v1,11,shortest_path_v1_11_000,39,comp_trendy_proxy,0.0,0,1
shortest_path_v1,11,shortest_path_v1_11_001,27,enum_frumpy,0.0,0,1
shortest_path_v1,11,shortest_path_v1_11_002,55,comp_trendy_proxy,0.04498420807067305,1,1
